Timestamp,Methane_Feed_,Reactor_Pressu,Reactor_Temper,Heating_Power_,Catalyst_Cycle_,Catalyst_Activity,Catalyst_Carbon,H2_Yield_Rate,Carbon_Quality_,H2_Purity_Post_,Energy_Consum,Net_Profit_Margin_Index,hour,day_of_week,is_weekend,efficiency_ratio,catalyst_performance
2025-10-30 04:00:00,805.9264474,4.87188052,1032.260794,504.3345707,30.0,0.973234748,1.171077428,178.6759088,85.88156207,99.99015474,169354.2402,0.671515157,4,3,0,0.001055036198401613,0.8240228158860385
2025-10-30 05:00:00,569.7469303,3.460588642,998.106317,478.7088963,31.5,0.999433241,0.938754521,98.39470157,90.58859471,99.98247464,291908.2918,0.404526957,5,3,0,0.0003370728659004612,1.0534160511262534
2025-10-30 06:00:00,646.0723243,4.778878617,1084.476769,515.5005508,33.0,0.921304765,0.969757322,128.2157194,81.70357597,99.99508415,241239.1118,0.476803366,6,3,0,0.0005314859060681301,0.9403397599717045
2025-10-30 07:00:00,683.1809216,1.682902578,1115.212937,572.3550412,34.5,0.898953282,1.386314071,88.22446054,83.87554153,99.99313664,389244.1651,0.299842428,7,3,0,0.00022665525085542032,0.6438044997685911
2025-10-30 08:00:00,728.0349921,2.965776617,1084.618426,467.4463308,36.0,0.954882547,1.003154997,152.2433629,88.17654003,99.99278474,184228.7723,0.623972297,8,3,0,0.0008263776315811035,0.9424841705636872
2025-10-30 09:00:00,892.5879807,2.410552268,1114.870089,621.4820236,37.5,0.941611836,1.192436497,121.0891162,82.61223483,99.98593489,307947.7741,0.372098692,9,3,0,0.00039321187932600386,0.7830865399954672
2025-10-30 10:00:00,599.8368911,4.057873377,1029.398432,481.4281013,39.0,1.0,1.081565369,145.635065,91.2508089,99.9861318,198345.5226,0.581436039,10,3,0,0.000734245617674368,0.9161155423207641
2025-10-30 11:00:00,757.1172192,4.934539817,981.2633941,526.7268713,40.5,1.0,1.293856797,95.33364891,88.92887809,99.991118,331504.0415,0.353962183,11,3,0,0.0002875782777801284,0.7669553913442536
2025-10-30 12:00:00,796.2072844,2.397855219,1097.590189,485.2951649,42.0,0.954167668,1.312872661,151.5839454,89.59835474,99.98652751,192086.5198,0.596942737,12,3,0,0.0007891400001302948,0.7212845923346207
2025-10-30 13:00:00,523.2252064,3.789611105,1022.094901,544.489457,43.5,0.976353793,0.784793177,119.9355314,93.74747871,99.99217446,272398.3773,0.428753725,13,3,0,0.000440292971991313,1.2284375624427386
2025-10-30 14:00:00,803.772426,2.193341715,1084.254165,575.7243129,45.0,0.952331326,0.869243532,167.3115517,85.15193337,99.97919544,206460.6539,0.552212273,14,3,0,0.0008103759150405605,1.0831257681631714
2025-10-30 15:00:00,585.2620618,3.478655891,1004.128788,521.2744978,46.5,1.0,1.143160752,123.5328121,90.11834543,99.98756228,253181.4465,0.457850238,15,3,0,0.00048792012956553845,0.867181785597226
2025-10-30 16:00:00,532.5257965,3.123763703,966.245927,433.4015374,48.0,0.974350478,0.977378398,46.50582346,89.88994963,99.99898377,559157.3629,0.228318367,16,3,0,8.317111313296608e-05,0.9868055448383426
2025-10-30 17:00:00,974.4427686,4.902018654,1148.516359,586.735589,49.5,0.920946064,1.082232002,11.27225778,85.06726733,99.99219743,3123078.526,0.052989685,17,3,0,3.6093406159392176e-06,0.8431780631895457
2025-10-30 18:00:00,982.8160165,3.629845454,981.2403016,431.4673416,51.0,1.0,1.209865878,114.4449194,89.75538862,99.99083397,226200.0863,0.516016677,18,3,0,0.0005059432793714218,0.819762252584296
2025-10-30 19:00:00,904.1986741,2.723272302,1147.684199,561.2039366,52.5,0.918721747,1.211426075,17.40211097,83.81434588,99.99992613,1934948.415,0.075477586,19,3,0,8.993574113667461e-06,0.7521713886777797
2025-10-30 20:00:00,652.3068846,1.899335247,1145.455987,624.1986483,54.0,0.940030601,1.182947464,17.58894639,82.62171841,99.97832023,2129284.138,0.066517251,20,3,0,8.260493663390235e-06,0.7879899403516398
2025-10-30 21:00:00,548.836057,2.029363901,1108.763621,594.2169067,55.5,0.923846674,1.292479349,93.01980727,85.75748184,99.98592344,383288.3403,0.304110002,21,3,0,0.00024268821876755961,0.7092985195575642
2025-10-30 22:00:00,842.1165133,2.288609255,1081.884592,541.7014433,57.0,0.945910325,1.035362793,185.083714,90.91871573,99.98799413,175603.061,0.649239871,22,3,0,0.0010539831080557983,0.9048632028364147
2025-10-30 23:00:00,720.0762469,2.378383315,1065.56141,484.0403762,58.5,0.954722166,1.408515207,175.597985,89.87435032,99.99429176,165382.7692,0.688526964,23,3,0,0.0010617606906010702,0.6730433070359041
2025-10-31 00:00:00,561.0191174,4.477156202,1123.220309,593.8895401,60.0,0.891792646,0.995610784,62.41436988,86.65101747,99.99437828,570906.3249,0.210855283,0,4,0,0.00010932487140698798,0.8868169078823244
2025-10-31 01:00:00,747.5884551,3.464279759,1007.887904,504.913014,61.5,0.964866714,1.170023718,155.0938894,92.00148313,99.98566997,195324.5271,0.588081526,1,4,0,0.000794027753067817,0.8176672208210649
2025-10-31 02:00:00,517.1942606,3.33186819,1043.536242,405.7523413,63.0,0.947778753,1.36180281,132.0050505,88.4943928,99.99498977,184432.6337,0.626218946,2,4,0,0.0007157319836506589,0.6909001396490798
2025-10-31 03:00:00,954.660201,1.901691052,1073.877994,576.0704883,64.5,0.961058661,0.830668896,217.3760962,88.4248528,99.98798343,159006.6595,0.713030192,3,4,0,0.0013670794028636086,1.1432071123040575
2025-10-31 04:00:00,629.3899908,4.510488927,1032.238095,514.9074059,66.0,0.982296582,0.99657106,141.824556,86.09143572,99.9960582,217838.1562,0.527627476,4,4,0,0.0006510517139067031,0.9758839897503114
2025-10-31 05:00:00,831.2611422,4.029850061,1035.497291,577.8712078,67.5,0.972111901,1.297688769,196.233356,93.04583064,99.98483679,176691.6673,0.642753259,5,4,0,0.0011105913957754827,0.7433817006346102
2025-10-31 06:00:00,655.855538,1.736839267,1016.056934,453.2649408,69.0,0.988999743,1.282005843,145.4269714,81.36970018,99.98938344,187007.5203,0.610895538,6,4,0,0.0007776489069412737,0.765476215419871
2025-10-31 07:00:00,760.0340106,3.97742284,1062.846363,372.587991,70.5,0.950447911,1.063797243,177.9873101,87.78982689,99.98754916,125600.038,0.909782385,7,4,0,0.0014170847067362612,0.8851279114338348
2025-10-31 08:00:00,773.3551397,3.402383761,1120.114906,574.0116457,72.0,0.941971522,1.009180687,86.35498885,88.12350024,99.99528015,398832.1949,0.29568996,8,4,0,0.00021651906098651567,0.9242438892486589
2025-10-31 09:00:00,592.4272278,1.78603871,990.3056756,509.7310216,73.5,0.988645656,1.21824284,86.09249366,85.69818313,99.98738609,355244.9563,0.33180553,9,4,0,0.00024234616083088122,0.8049268628343886
2025-10-31 10:00:00,984.7923139,3.104052245,1136.886608,483.9097225,75.0,0.91575799,1.411096428,51.54753595,84.95109078,99.98978776,563265.4096,0.218837529,10,4,0,9.151537366946156e-05,0.6444024289673326
2025-10-31 11:00:00,887.5664117,3.196437005,1087.817531,494.9837881,76.5,0.935107345,0.893134861,181.8563059,84.58815318,99.99253406,163313.5109,0.697472529,11,4,0,0.0011135342774981792,1.0354016718661467
2025-10-31 12:00:00,969.7494708,2.080210891,1114.654643,695.0882085,78.0,0.935606103,0.912871913,139.9093077,83.90282515,99.99272629,298084.9596,0.38230159,12,4,0,0.00046935893219440317,1.0137984370535285
2025-10-31 13:00:00,947.4136752,4.809943515,1061.238139,515.3385386,79.5,0.945396282,1.146039475,225.6751606,90.95140196,99.99443476,137009.9894,0.826326743,13,4,0,0.0016471318219675598,0.8177889271471461
2025-10-31 14:00:00,798.9499894,4.4749138,1105.90334,589.499619,81.0,0.943694801,1.272275467,134.8714044,86.12183127,99.99105562,262246.0018,0.436803817,14,4,0,0.0005142915018065994,0.7359532528590442
2025-10-31 15:00:00,960.9371175,3.841578181,953.2400795,444.0870484,82.5,0.98806439,0.934676262,14.72848635,82.67799374,99.98790876,1809100.537,0.0878817,15,4,0,8.141326536278323e-06,1.0459290973482724
2025-10-31 16:00:00,544.246251,3.118034464,1113.676085,452.3228975,84.0,0.908011547,1.291534849,64.74177043,82.12484791,99.98825151,419192.1623,0.287066345,16,4,0,0.00015444376543448214,0.697646741996687
2025-10-31 17:00:00,597.9914312,2.941179396,958.0277718,470.5009736,85.5,1.0,0.85875045,20.76315014,91.89285229,99.99012836,1359619.1,0.11022302,17,4,0,1.527128801640988e-05,1.1510785404485258
2025-10-31 18:00:00,522.6136445,3.778407135,1127.982675,550.7111096,87.0,0.915347166,0.748543956,45.571205,85.56231374,99.99124796,725079.3443,0.172318193,18,4,0,6.284986947756102e-05,1.2067160495574498
2025-10-31 20:00:00,694.3386448,1.717955871,1008.813492,498.6747044,90.0,0.98894412,1.066459922,142.8188928,94.80917928,99.99009602,209500.9422,0.552393872,20,4,0,0.0006817067722630401,0.9187003619815212
2025-10-31 21:00:00,635.6745159,3.293759271,992.0637113,509.2452692,91.5,0.97452589,0.982645719,105.0934362,88.73848847,99.98241373,290748.0267,0.402679977,21,4,0,0.000361457568380572,0.9817459254060411
2025-10-31 22:00:00,914.3687546,4.32241266,1103.072673,544.0304888,93.0,0.924793978,0.91785202,156.1203443,93.18204451,99.99333678,209085.7678,0.550394667,22,4,0,0.0007466773050379518,0.9967041705637499
2025-10-31 23:00:00,678.3766633,3.107339572,1000.605268,437.1023257,94.5,0.999685785,0.684725473,126.7850242,89.86325584,99.99090556,206855.3194,0.564277031,23,4,0,0.0006129134684777727,1.4389652083478448
2025-11-01 00:00:00,640.4672548,1.681848021,1123.112477,585.8654779,96.0,0.940197564,1.068294716,60.55170532,81.58546552,99.99500935,580520.4342,0.205976057,0,5,1,0.00010430571853637855,0.8719300484822184
2025-11-01 01:00:00,771.3480416,4.251973698,970.5685184,387.8156714,97.5,1.0,1.198849673,68.75480471,87.45855277,99.9900008,338431.1614,0.358966745,1,5,1,0.0002031568289065095,0.8272327174629595
2025-11-01 02:00:00,570.4621125,2.204773237,975.1910393,385.0776468,99.0,0.986172594,1.275930527,62.15260756,82.70676948,99.98130801,371744.3351,0.327200737,2,5,1,0.00016719135841551544,0.7668941465295814
2025-11-01 03:00:00,901.0984904,2.405172922,1145.830311,609.8741802,100.5,0.923212055,1.433622988,23.09637106,88.05078479,99.98820777,1584331.819,0.086804975,3,5,1,1.4577979312817607e-05,0.6395104973210637
2025-11-01 04:00:00,537.2753218,2.076472237,1084.76778,567.7349034,102.0,0.920715151,0.972585873,105.8812067,91.53941585,99.98900035,321730.6331,0.363681414,4,5,1,0.00032909790585338626,0.9370327584589647
2025-11-01 05:00:00,993.4434683,2.655752727,1119.377445,556.8189542,103.5,0.903707734,0.94038618,118.9775107,81.62740499,99.99371452,280802.1922,0.410234896,5,5,1,0.00042370426692036727,0.9508847592880613
2025-11-01 06:00:00,886.1223846,4.14863027,1014.865875,437.6605125,105.0,0.933976891,1.166692798,182.814472,88.97312491,99.97964863,143641.1194,0.79370828,6,5,1,0.0012727079826141859,0.7937304388940435
2025-11-01 07:00:00,599.3578408,3.317850508,1085.29675,507.2528279,106.5,0.958777981,1.265566752,125.9838994,87.00061924,99.9902059,241576.5022,0.477635592,7,5,1,0.0005215050998238196,0.7516486138390662
2025-11-01 08:00:00,502.7610586,2.21708446,1068.848365,521.2868453,108.0,0.92861612,1.202882287,117.2241383,84.76881529,99.99256838,266817.9296,0.433085973,8,5,1,0.00043933966182885107,0.7656275715732338
2025-11-01 09:00:00,907.7307142,4.572405274,1070.630024,455.5203136,109.5,0.938453666,0.722567369,200.5978184,82.28380872,99.98669256,136243.0438,0.834447224,9,5,1,0.0014723419300036952,1.2810475946820394
2025-11-01 10:00:00,853.4286719,4.578536492,1086.506492,506.3018131,111.0,0.918425222,0.968629575,166.9615992,86.00086942,99.99037314,181957.5051,0.62787812,10,5,1,0.000917580627012966,0.9384809589471071
2025-11-01 11:00:00,864.503584,4.547024488,1065.071835,565.1524342,112.5,0.952891561,1.115384077,201.2067981,86.8786969,99.98686482,168535.4157,0.672098475,11,5,1,0.0011938476160437293,0.8467256472476284
2025-11-01 12:00:00,885.6351733,2.33578674,1035.812474,589.2715051,114.0,0.951125925,1.190256113,203.1480785,87.9602949,99.98635214,174046.8842,0.650260589,12,5,1,0.0011671964840811319,0.7924358099061812
2025-11-01 13:00:00,537.0223259,3.079337705,1005.184539,481.6205318,115.5,0.952168811,1.216396011,104.6995361,90.39805083,99.9879579,275994.5756,0.424655245,13,5,1,0.0003793522264709812,0.776395880661422
2025-11-01 14:00:00,679.2328643,4.947463796,1103.716266,589.6825508,117.0,0.928766805,1.191066971,108.6393972,89.86856541,99.98644654,325674.3459,0.356935377,14,5,1,0.0003335818893498871,0.7732847771400417
2025-11-01 15:00:00,557.9345298,4.202043667,995.254486,401.9242395,118.5,0.954533473,1.120661247,94.36977153,88.81613489,99.99341809,255548.196,0.463440984,15,5,1,0.000369282208698477,0.8442258682984649
2025-11-01 16:00:00,931.5517129,1.595085974,1088.470861,577.2079927,120.0,0.916536817,1.165443953,181.3586903,87.00606544,99.98632524,190964.201,0.594643632,16,5,1,0.0009496949671998093,0.7797367238657273
2025-11-01 17:00:00,811.6490634,1.728216069,996.6665645,458.1358615,121.5,0.943063381,1.194540439,138.0025081,91.90505722,99.98548545,199180.8743,0.580560958,17,5,1,0.0006928467190350161,0.7829238026935184
2025-11-01 18:00:00,665.4490124,3.123759819,1075.066034,552.9002978,123.0,0.913774278,1.199139164,140.1674861,88.93375237,99.99883964,236670.8798,0.485414753,18,5,1,0.0005922439379720514,0.7557230012938362
2025-11-01 19:00:00,531.7791751,4.682270721,1099.415653,537.3202058,124.5,0.925303444,1.174813185,91.27989446,83.98081136,99.9948037,353188.468,0.331246166,19,5,1,0.0002584445537883366,0.780969907926877
2025-11-01 20:00:00,655.4911609,3.385456293,993.7427778,562.8920894,126.0,0.945660571,1.003069018,106.4026354,89.9895741,99.98069243,317409.4719,0.367880554,20,5,1,0.00033522093572742014,0.9334611504228235
2025-11-01 21:00:00,662.591661,3.242343778,961.9886602,437.2725477,127.5,0.968455151,1.041996945,37.16968649,90.66233326,99.98617616,705861.1321,0.187368594,21,5,1,5.265856432815996e-05,0.9205874176754383
2025-11-01 22:00:00,864.8030892,1.86915795,976.1947486,519.4776892,129.0,0.983200425,1.137613024,96.75694247,86.0489109,99.99121231,322123.9861,0.363357668,22,5,1,0.00030037080836679624,0.8567351576170331
2025-11-01 23:00:00,818.7787357,3.798730367,1071.199393,521.6243236,130.5,0.9272462,1.189944471,189.7991901,91.2616653,99.99161878,164901.0297,0.690251207,23,5,1,0.0011509815279126306,0.7727409246090022
2025-11-02 00:00:00,943.6063713,4.377361062,1119.889281,552.0293667,132.0,0.940602576,1.262054565,108.5537056,88.87542437,99.98254754,305112.206,0.381117011,0,6,1,0.00035578173433764777,0.7394357143791234
2025-11-02 01:00:00,736.1074626,2.831470026,958.9993642,470.3069875,133.5,1.0,1.294293737,31.3110699,86.72882146,99.99579283,901223.3963,0.148132218,1,6,1,3.474281214373291e-05,0.7666984603484299
2025-11-02 02:00:00,559.797123,4.214641478,1096.830252,506.1314707,135.0,0.908566037,1.217363036,91.3994079,86.53850671,99.99412612,332244.7103,0.353799914,2,6,1,0.0002750958253681327,0.7402585953386981
2025-11-02 03:00:00,856.6223936,4.875668289,1018.263729,508.4269163,136.5,0.968891866,0.956714025,188.4554568,91.45810264,99.99240951,161869.0068,0.705246127,3,6,1,0.001164239506290056,1.002252828596337
2025-11-02 04:00:00,880.3925243,2.213182607,1045.705674,519.7204259,138.0,0.957719735,1.291427031,204.8273639,87.06468535,99.99678364,152249.0558,0.743129112,4,6,1,0.0013453352304124409,0.7358996794957458
2025-11-02 05:00:00,780.6385988,3.331653709,1135.77191,579.9479674,139.5,0.892151862,0.932282242,44.6293868,85.11326058,99.99226145,779686.6511,0.159473202,5,6,1,5.7240084201713216e-05,0.9467989761819156
2025-11-02 06:00:00,885.48359,2.504982853,1016.394301,512.4224078,141.0,0.938036393,0.870611625,182.342382,90.04294595,99.9922429,168607.2737,0.677751796,6,6,1,0.0010814557198090807,1.0652100953130161
2025-11-02 07:00:00,746.8977982,4.274990467,1043.067387,561.4334209,142.5,0.946615163,1.18148684,177.3111407,84.3938833,99.9977884,189987.5376,0.597254729,7,6,1,0.0009332728328764187,0.7944822646971074
2025-11-02 08:00:00,761.3664147,3.521576781,952.736483,522.5436723,144.0,0.989039073,1.128015817,7.398220945,90.00068058,99.9955061,4237865.579,0.049867713,8,6,1,1.7457418271874294e-06,0.869090796652785
2025-11-02 09:00:00,713.7705092,3.721038461,966.319744,430.6287059,145.5,0.977970327,0.790059499,49.33532462,85.82484441,99.98579246,523716.9963,0.24028348,9,6,1,9.42020800670355e-05,1.2223719963607356
2025-11-02 10:00:00,512.7095634,4.292699559,1001.718318,544.2977841,147.0,0.973108927,0.998654822,102.8336446,92.48946569,99.99316598,317589.7671,0.369902415,10,6,1,0.00032379292867673544,0.9647591086418262
2025-11-02 11:00:00,553.9457135,2.885896654,955.5704482,418.4684027,148.5,0.977953832,0.908603682,16.09107303,86.71651825,99.98667866,1560378.865,0.102341185,11,6,1,1.0312279330776932e-05,1.0646090922156788
2025-11-02 12:00:00,515.7145928,4.702815239,1076.275065,567.530327,150.0,0.911249171,1.053939801,106.5698736,86.65875747,99.99252077,319529.1709,0.363801446,12,6,1,0.00033352053516521305,0.8564856490409648
2025-11-02 13:00:00,818.2052056,3.365601035,1035.279671,548.6267749,151.5,0.950329742,1.299749227,188.924792,93.17681152,99.99238307,174232.5465,0.653109118,13,6,1,0.0010843192702847267,0.7255814490356634
2025-11-02 14:00:00,657.1779905,2.05284188,1059.629041,434.2486757,153.0,0.941975031,1.277430133,161.5531668,89.52040124,99.98308266,161280.8207,0.70995885,14,6,1,0.0010016824345039155,0.7316707966163474
2025-11-02 15:00:00,754.2853456,3.935646914,984.9294372,497.1136809,154.5,0.955552274,1.058355001,102.7183866,86.30532635,99.98939077,290375.7856,0.402594054,15,6,1,0.0003537417303788764,0.8944145654820592
2025-11-02 16:00:00,953.783237,4.276414727,1009.186406,481.1683973,156.0,0.97466149,0.977994021,190.2448894,86.56647749,99.99132629,151754.9218,0.749990885,16,6,1,0.0012536241561019598,0.986505453761243
2025-11-02 17:00:00,624.6461146,2.60866587,1082.764895,503.4441846,157.5,0.897060335,0.891584961,121.6225297,84.95201295,99.98781855,248360.5205,0.466326097,17,6,1,0.0004896995696239507,0.9949814757391456
2025-11-02 18:00:00,705.1914615,4.500127399,1143.060545,639.0728889,159.0,0.884464692,1.506597532,18.1447535,84.42461089,99.99157355,2113249.152,0.066661718,18,6,1,8.586183459079671e-06,0.5831901169149469
2025-11-02 19:00:00,877.7755693,4.671501392,960.0833547,447.3577203,160.5,0.980421528,1.158756135,38.22819408,89.95247139,99.99402949,702133.7976,0.186553137,19,6,1,5.4445662301127344e-05,0.8388589361287075
2025-11-02 20:00:00,614.3990827,2.469165706,1128.076864,523.7195856,162.0,0.890418212,1.067743043,46.9960458,81.51419862,99.98984703,668623.7122,0.184545661,20,6,1,7.028762913259251e-05,0.8261878541302726
2025-11-02 21:00:00,538.4899549,4.942325155,1065.37624,536.4728671,163.5,0.922502639,1.29104614,115.6324013,84.21092315,99.991123,278373.0931,0.414512903,21,6,1,0.0004153849232603032,0.7090468282700566
2025-11-02 22:00:00,644.8757265,1.992490348,1062.783913,565.671444,165.0,0.960007494,1.131239189,148.0953761,88.68924272,99.99691712,229171.0589,0.50009392,22,6,1,0.0006462191630639489,0.8411974485744723
2025-11-02 23:00:00,580.6106436,2.207054839,1050.055707,517.9454242,166.5,0.925208885,1.075883806,137.254345,87.90692974,99.99236598,226417.5973,0.508705826,23,6,1,0.000606197311690527,0.8520330443163455
2025-11-03 00:00:00,964.8488262,2.144786937,963.8788172,540.2579359,168.0,1.0,1.134921123,60.40234859,95.46676845,99.99100412,536660.8664,0.22971521,0,0,0,0.00011255196683749318,0.8734226139349514
2025-11-03 01:00:00,904.0601898,4.628963985,967.9753703,510.5364683,169.5,0.98490255,0.90442572,71.79893907,89.23328157,99.9852096,426640.0831,0.282556378,1,0,0,0.0001682888542948198,1.077072230645481
2025-11-03 02:00:00,816.7018783,3.790023933,1070.182401,426.1806346,171.0,0.928289627,1.086931097,188.1641363,92.87980361,99.99335513,135895.0343,0.841006532,2,0,0,0.0013846183022869858,0.846260653507574
2025-11-03 03:00:00,935.7302951,2.032364991,1018.191714,482.622509,172.5,0.959714415,1.128733927,208.2684726,85.94140812,99.99165075,139039.9257,0.814538915,3,0,0,0.0014978933112784936,0.8427907452695048
2025-11-03 04:00:00,901.8360384,3.041131964,1133.453613,538.6347017,174.0,0.932555443,1.120563375,62.41156427,78.99822659,99.9964187,517824.3719,0.230311021,4,0,0,0.00012052627711346022,0.8248590602008491
2025-11-03 05:00:00,593.2850294,3.653543088,1031.318107,539.6271014,175.5,0.930437051,1.25288515,130.0327695,85.77116368,99.99023439,248999.5719,0.461653028,5,0,0,0.0005222187584059923,0.7367550810142949
2025-11-03 06:00:00,946.2794992,1.792124297,978.6562917,358.0872931,177.0,0.954532252,1.440969592,106.5540141,92.9488536,99.98091867,201645.722,0.583149579,6,0,0,0.0005284192722954356,0.6578582054805735
2025-11-03 07:00:00,769.671121,4.588457289,1092.943767,673.9223688,178.5,0.902538457,1.03133414,145.1016995,91.36420459,99.9814994,278670.1477,0.411042542,7,0,0,0.0005206915057320806,0.8667135958876754
2025-11-03 08:00:00,903.7200776,4.312612374,1008.670684,530.8866469,180.0,0.956146805,0.765645625,178.0997002,87.21594182,99.9936784,178850.6988,0.638589777,8,0,0,0.0009957954070045434,1.2327108852061146
2025-11-03 09:00:00,948.04565,3.268223708,1055.094061,534.9908709,181.5,0.906233069,0.745496028,212.2977431,86.80684635,99.98714903,151195.6242,0.751018828,9,0,0,0.001404116951838664,1.199520626731872
2025-11-03 10:00:00,659.0017375,4.884943153,1089.566557,603.8616644,183.0,0.914885143,1.150972929,123.0627891,82.7821653,99.99218384,294418.5516,0.389487935,10,0,0,0.0004179844321860587,0.7880331402628252
2025-11-03 11:00:00,555.0259623,2.962163427,1130.052822,682.2091138,184.5,0.919376796,1.089669904,41.96883543,78.44770473,99.99057116,975311.4771,0.123856861,11,0,0,4.303116838491638e-05,0.8360479746293029
2025-11-03 12:00:00,613.9675813,4.944386117,1108.438239,597.7564517,186.0,0.906718658,1.243010339,93.24596061,87.29659117,99.9891658,384631.1112,0.303650338,12,0,0,0.00024242895456410348,0.7236322237561361
2025-11-03 13:00:00,713.5538943,3.837719996,1085.272214,590.0767616,187.5,0.911306945,1.205541748,135.7640737,87.2043121,99.98951819,260783.0955,0.439810131,13,0,0,0.0005205995152415267,0.7497125841209693
2025-11-03 14:00:00,909.007383,3.721349456,1085.926636,549.4978195,189.0,0.905764275,0.859783267,184.2431387,86.52454727,99.98567305,178946.1466,0.636291911,14,0,0,0.0010295952866565573,1.0413677859360337
2025-11-03 15:00:00,930.3652916,2.080842134,1139.184929,562.5161767,190.5,0.901551878,0.871458163,40.23501049,79.17255396,99.98992111,838849.1808,0.148178151,15,0,0,4.796447734162544e-05,1.0227959940056734
